sentence,relation,enhanced_sentence,label_id
"The <e1>mansion</e1> has a small <e2>museum</e2> with exhibits linked to the building's history, including antique Singer sewing machines.",3,"The <e1>mansion</e1> has a small <e2>museum</e2> with exhibits linked to the building's history, including antique Singer sewing machines. [SEP] mansion: (astrology) one of 12 equal areas into which the zodiac is divided [KG: No data] [SEP] museum: a depository for collecting and displaying objects having scientific or historical or artistic value [KG: No data]",3
Many local shops donated <e1>funds</e1> to the <e2>candidate</e2>.,6,Many local shops donated <e1>funds</e1> to the <e2>candidate</e2>. [SEP] funds: assets in the form of money [KG: No data] [SEP] candidate: a politician who is running for public office [KG: No data],6
The <e1>stem</e1> of this <e2>tree</e2> was completely eaten by termites.,2,The <e1>stem</e1> of this <e2>tree</e2> was completely eaten by termites. [SEP] stem: (linguistics) the form of a word after all affixes are removed [KG: No data] [SEP] tree: a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms [KG: http://www.wikidata.org/prop/direct/P144: tree; http://www.wikidata.org/prop/direct/P138: tree; http://www.wikidata.org/prop/direct/P1299: tree; http://www.wikidata.org/prop/direct/P4969: tree; http://www.wikidata.org/prop/direct/P180: tree],2
I took everything out and immediately placed the <e1>phone</e1> in the <e2>cradle</e2> to charge the battery.,6,I took everything out and immediately placed the <e1>phone</e1> in the <e2>cradle</e2> to charge the battery. [SEP] phone: electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds [KG: No data] [SEP] cradle: a baby bed with sides and rockers [KG: No data],6
"Instead, the <e1>success</e1> of the revolution is the reason for the <e2>celebration</e2>.",0,"Instead, the <e1>success</e1> of the revolution is the reason for the <e2>celebration</e2>. [SEP] success: an event that accomplishes its intended purpose [KG: No data] [SEP] celebration: a joyful occasion for special festivities to mark some happy event [KG: No data]",0
I got a <e1>fever</e1> from <e2>exhaustion</e2> and it seems like I'm better but basically my body is suffering from major exhaustion so I'm always tired.,1,I got a <e1>fever</e1> from <e2>exhaustion</e2> and it seems like I'm better but basically my body is suffering from major exhaustion so I'm always tired. [SEP] fever: a rise in the temperature of the body; frequently a symptom of infection [KG: No data] [SEP] exhaustion: extreme fatigue [KG: No data],1
"This is one of the most abundant tree <e1>species</e1> in the whole <e2>forest</e2>, and with a maximum height of 14 m. the dominant tree species of the first canopy layer.",18,"This is one of the most abundant tree <e1>species</e1> in the whole <e2>forest</e2>, and with a maximum height of 14 m. the dominant tree species of the first canopy layer. [SEP] species: (biology) taxonomic group whose members can interbreed [KG: No data] [SEP] forest: the trees and other plants in a large densely wooded area [KG: http://www.wikidata.org/prop/direct/P279: forest]",18
"The trio, the penguins, and a <e1>cartload</e1> of <e2>chimpanzees</e2> use the newly-fixed plane (which looks more like a helicopter) to come to the rescue.",18,"The trio, the penguins, and a <e1>cartload</e1> of <e2>chimpanzees</e2> use the newly-fixed plane (which looks more like a helicopter) to come to the rescue. [SEP] cartload: the quantity that a cart holds [KG: No data] [SEP] chimpanzees: intelligent somewhat arboreal ape of equatorial African forests [KG: No data]",18
This <e1>heart</e1> was put inside a <e2>dog</e2> after its own heart had been removed.,6,This <e1>heart</e1> was put inside a <e2>dog</e2> after its own heart had been removed. [SEP] heart: the locus of feelings and intuitions [KG: http://www.wikidata.org/prop/direct/P1889: heart; http://www.wikidata.org/prop/direct/P1889: heart; http://www.wikidata.org/prop/direct/P1889: heart; http://www.wikidata.org/prop/direct/P1889: heart; http://www.wikidata.org/prop/direct/P180: heart] [SEP] dog: a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds [KG: http://www.wikidata.org/prop/direct/P6875: dog; http://www.wikidata.org/prop/direct/P180: dog],6
The author examines some <e1>issues</e1> connected to religious <e2>freedom</e2>.,18,The author examines some <e1>issues</e1> connected to religious <e2>freedom</e2>. [SEP] issues: an important question that is in dispute and must be settled [KG: No data] [SEP] freedom: the condition of being free; the power to act or speak or think without externally imposed restraints [KG: No data],18
These are the most typical <e1>student</e1> edition <e2>textbooks</e2>.,11,These are the most typical <e1>student</e1> edition <e2>textbooks</e2>. [SEP] student: a learner who is enrolled in an educational institution [KG: http://www.wikidata.org/prop/direct/P1629: student; http://www.wikidata.org/prop/direct/P1687: student] [SEP] textbooks: a book prepared for use in schools or colleges [KG: No data],11
"The <e1>hinge</e1> caused a <e2>crack</e2> on the left side of my kindle, and Amazon has been horrible about helping with this issue.",0,"The <e1>hinge</e1> caused a <e2>crack</e2> on the left side of my kindle, and Amazon has been horrible about helping with this issue. [SEP] hinge: a joint that holds two parts together so that one can swing relative to the other [KG: http://www.wikidata.org/prop/direct/P279: hinge] [SEP] crack: a long narrow opening [KG: No data]",0
<e1>Injury</e1> of patients of the Bikini accident has been caused by the <e2>radiation</e2> of the fallout in contrast to the atomic bomb injury at Hiroshima and Nagasaki.,1,<e1>Injury</e1> of patients of the Bikini accident has been caused by the <e2>radiation</e2> of the fallout in contrast to the atomic bomb injury at Hiroshima and Nagasaki. [SEP] Injury: any physical damage to the body caused by violence or accident or fracture etc. [KG: No data] [SEP] radiation: energy that is radiated or transmitted in the form of rays or waves or particles [KG: No data],1
The abdominal <e1>distention</e1> caused by the <e2>worms</e2> was slightly asymmetrical when compared with the normal fright-induced swelling.,1,The abdominal <e1>distention</e1> caused by the <e2>worms</e2> was slightly asymmetrical when compared with the normal fright-induced swelling. [SEP] distention: the state of being stretched beyond normal dimensions [KG: No data] [SEP] worms: any of numerous relatively small elongated soft-bodied animals especially of the phyla Annelida and Chaetognatha and Nematoda and Nemertea and Platyhelminthes; also many insect larvae [KG: No data],1
The candidates then answered <e1>questions</e1> from other MPs on their <e2>proposals</e2> for reform of Parliament.,14,The candidates then answered <e1>questions</e1> from other MPs on their <e2>proposals</e2> for reform of Parliament. [SEP] questions: an instance of questioning [KG: No data] [SEP] proposals: something proposed (such as a plan or assumption) [KG: No data],14
"More than thirty people lost their lives in June, in the <e1>disaster</e1> caused by torrential <e2>rains</e2> in Hiroshima Prefecture, and in September more than thirty people lost their lives in the damage caused by the typhoon that swept through various regions, centering on Kumamoto Prefecture.",1,"More than thirty people lost their lives in June, in the <e1>disaster</e1> caused by torrential <e2>rains</e2> in Hiroshima Prefecture, and in September more than thirty people lost their lives in the damage caused by the typhoon that swept through various regions, centering on Kumamoto Prefecture. [SEP] disaster: a state of extreme (usually irremediable) ruin and misfortune [KG: No data] [SEP] rains: water falling in drops from vapor condensed in the atmosphere [KG: No data]",1
I've sold a <e1>diamond</e1> <e2>ring</e2> that I bought at Zales for about $500 for $200 on craigslist.,18,I've sold a <e1>diamond</e1> <e2>ring</e2> that I bought at Zales for about $500 for $200 on craigslist. [SEP] diamond: a transparent piece of diamond that has been cut and polished and is valued as a precious gem [KG: http://www.wikidata.org/prop/direct/P186: diamond] [SEP] ring: a characteristic sound [KG: No data],18
"In September, an <e1>executive</e1> worked with Goofy Boi to create this <e2>video</e2> to support a current promotion.",17,"In September, an <e1>executive</e1> worked with Goofy Boi to create this <e2>video</e2> to support a current promotion. [SEP] executive: a person responsible for the administration of a business [KG: No data] [SEP] video: the visible part of a television transmission [KG: http://www.wikidata.org/prop/direct/P1629: video; http://www.wikidata.org/prop/direct/P1687: video]",17
The <e1>concerns</e1> over security has moved into the <e2>boardrooms</e2>.,6,The <e1>concerns</e1> over security has moved into the <e2>boardrooms</e2>. [SEP] concerns: something that interests you because it is important or affects you [KG: No data] [SEP] boardrooms: a room where a committee meets (such as the board of directors of a company) [KG: No data],6
An explosive <e1>charge</e1> was discovered inside a <e2>bag</e2> at the entrance to the Shalom theater in Moscow.,4,An explosive <e1>charge</e1> was discovered inside a <e2>bag</e2> at the entrance to the Shalom theater in Moscow. [SEP] charge: an impetuous rush toward someone or something [KG: No data] [SEP] bag: a flexible container with a single opening [KG: http://www.wikidata.org/prop/direct/P279: bag],4
Putting a first time learner in the <e1>driver</e1>'s <e2>seat</e2> of a car is a scary proposition.,11,Putting a first time learner in the <e1>driver</e1>'s <e2>seat</e2> of a car is a scary proposition. [SEP] driver: the operator of a motor vehicle [KG: No data] [SEP] seat: a space reserved for sitting (as in a theater or on a train or airplane) [KG: No data],11
This introductory <e1>text</e1> makes a threefold contribution to the undergraduate <e2>literature</e2>.,18,This introductory <e1>text</e1> makes a threefold contribution to the undergraduate <e2>literature</e2>. [SEP] text: the words of something written [KG: http://www.wikidata.org/prop/direct/P1889: text; http://www.wikidata.org/prop/direct/P1889: text; http://www.wikidata.org/prop/direct/P921: text] [SEP] literature: creative writing of recognized artistic value [KG: No data],18
